content,generated,model
I love taking lawsuits all the way when I’m right. @ AGSchneiderman is finding that out the hard way!,0,
"Back by popular demand, @ latoyajackson returns to the 13th season of All Star @ CelebApprentice. She is fierce in the Board Room!",0,
My fellow Tea Party friends in Ohio--make sure you take advantage of early voting so you can GOTV election day. Know you can! Must win Ohio.,0,
I just filed a major ethics complaint against crooked New York State Attorney General Eric Schneiderman-he should resign from office!,0,
It was just announced that @ MacMiller’s song “DonaldTrump” went platinum—tell Mac Miller to kiss my ass!,0,
Trump International Golf Links was just rated one of the greatest courses in the world. Virtually all reviews are saying the same thing.,0,
Obama just had another trillion dollar budget deficit for the fourth year in a row. At least he is consistent.,0,
"John Sununu was more right than he even knew yesterday -- @ BarackObama indeed needs to ""learn how to be an American.""",0,
How can @ BarackObama invoke Richard Nixon against @ MittRomney when Obama just used Executive Privilege on Fast & Furious?!,0,
President Obama spoke for me and every American in his remarks in # Newtown Connecticut.,0,
@dblsolo700 Not concerned about them-weren't they brutally mugging people in the Park? Go check your facts.,0,
"Tom Brady is a good friend of mine, a great player, a great guy and a total winner! Fantastic comeback win-this is what our country needs!",0,
When employees are working at home they can never have the same cohesivness as working together as a group...,0,
I am very proud of @ StephenBaldwin7’s performance in the record 13th season of All-Star @ CelebApprentice. Watch.,0,
@ RonCharles @ VanityFair @ KBAndersen Which magazine went bust under Carter and as I predicted!,0,
US News named the Top10 best hotels in the US--and Trump Int'l Hotel & Tower NYC and Trump Int'l Hotel & Tower Chicago are on the list!,0,
"@ BarackObama has not released his own debt plan yet. He's totally lost, ineffective, desperate. GOP has its best chance to make a great deal",0,
A gallon of gas has more than doubled while @ BarackObama has been POTUS and he still won't approve Keystone.,0,
"With 50 days until the election, it is # TimeToGetTough for @ MittRomney & @ GOP",0,
... but @ billmaher is allowed to say that about me.,0,
The people that gave you global warming are the same people that gave you ObamaCare!,0,
There has been a systematic targeting of the Tea Party by the Obama administration. Now Schneiderman goes after me. No coincidence.,0,
I knew last year that @ TIME Magazine lost all credibility when they didn't include me in their Top 100...,0,
Ashley Judd has just thanked Karl Rove for all the attention he has given her—unreal!—how stupid can we get?,0,
"I don’t know Dennis Kozlowski, who made Tyco into a great company & then went to prison, but he’s up for parole—let him go!",0,
". @ Omarosa has another meltdown … while giving a check for $40,000 to Michael’s charity, the Sue Duncan Center. # CelebApprentice",0,
@ EricTrump is doing a great job on completing our new Trump Winery in Virginia.,0,
...One point I made sure to stress at @ LibertyU is to be sure to get even with anyone who crosses you...,0,
"I played football and baseball, sorry, but said to be the best bball player in N.Y. State-ask coach Ted Dobias-said best he ever coached.",0,
Trump Tuesday-- @ SquawkCNBC tomorrow at 7:38 AM. Be sure to tune in!,0,
In some ways it is sad. We all wanted @ BarackObama to succeed. It's not worked out that way.,0,
Another company that the DOE has given money to just filed for bankruptcy. This is how the money we borrow at 40% from China is wasted.,0,
Putin's letter is a masterpiece for Russia and a disaster for the U.S. He is lecturing to our President.Never has our Country looked to weak,0,
The Fed continues to recklessly flood the market with dollars. This will eventually create record inflation. It has to stop. # TimeToGetTough,0,
Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,0,
The onus of the Chicago teachers' strike falls squarely on the teachers & their union. Inexcusable to leave children without school.,0,
@ THETylerDeBoer @ JoelOsteen Being associated with Joel is my great honor--he is a fantastic man!,0,
I look forward to Saturday night and being inducted into the @ WWE Hall of Fame.,0,
"In making any decision, you need all the facts. But after exhausting all due diligence, in the end you have to go with your gut!",0,
"President Obama, be cool, be smart, be sharp and FOCUS (no more March Madness), and you can beat Putin at his own game. IT CAN BE DONE!",0,
"I was never a fan of Bush 2 FOR MANY REASONS, including the fact that we should never have gone into Iraq but once there, kept the oil! DUMB",0,
It seems @ BarackObama had our tax dollars buy guns for Mexican drug lords that were used to kill Americans. We need answers now.,0,
Why does @ BarackObama always have to rely on teleprompters?,0,
". @ ABFalecbaldwin Alec--it's not science, it's a con--read the e-mails.",0,
"Spitzer and Weiner lost, lightweight Eric Schneiderman will be next - he will be challenged in the PRIMARY. He has done a really poor job!",0,
. @ NBC really happy with how well the # MissUniverse pageant went.,0,
The U-6 Unemployment Rate is over 14.9%. ObamaCare is stopping businesses from both hiring and expanding.,0,
A record high 6.7% of Americans are living in extreme poverty. This is tragic. We can do better.,0,
"Don't forget my book signing tonight at Costco on 1250 Old Country Road in Westbury, NY, from 6-8 pm. Hope to see you there.",0,
Save Medicare. Vote for @ MittRomney. He will repeal Obamacare on day one.,0,
Newt attacks on @ MittRomney record at Bain an attack on free enterprise and entrepreneurship. Mistake!,0,
Mitt Romney is right about the Chinese rip-off of America.,0,
Congrats to @ nbc on the success of the new smash show @ NBCBlacklist. Fantastic suspense. Great acting. Must see TV!,0,
"@ southpaw816 @ WSJSports @ MikeBloomberg @ jacknicklaus So nice, thank you.",0,
". @ MittRomney should continue to stay on offense on the embassy issue. Obama, who put these radicals in power, deserves blame.",0,
"""@DurandSentinus @ TeddiLocke I would vote for you because you believe in and love this country like Ronald Reagan & the Founding Fathers did",0,
The United States better address China's exchange rate before they steal our country and it is too late! China is laughing at us.,0,
"I just beat a lawyer from Yale and a lawyer from Harvard, who teamed up against me, in a major case worth millions ($). They were so dumb!",0,
"Let’s be honest, if Obama thought he could get away with campaigning during the storm, then he would have been in Ohio on Monday.",0,
I am proud of the Tea Party. These great patriots have accomplished so much in strengthening our country in only 3 short years.,0,
I am tired of @ BarackObama talking about @ MittRomney's father. Why don't we discuss Barack Obama Sr.!,0,
Howard Stern will do a great job on @ America'sGotTalent. He's very smart and really gets what talent is. @ HowardStern,0,
"Glad to see that the Egyptian Army is releasing Mubarek. As we see, Obama never should have abandoned him. He was an ally.",0,
@karina_kemala The Art of the Deal is a good start.,0,
Republicans and Democrats must come together now to make America great again!,0,
"@ mckay317 @ TrumpTowerNY I will check it out, thanks.",0,
I have never been a fan of John Edwards but it is time for the gov't to focus on more important things. @ johnedwards,0,
"When Strasburg leaves @ Nationals for another team for more money, will Washington still like the decision to shut him down for his good?",0,
The more I get to know @ MittRomney the more I like him. He has the judgment and private sector experience America needs in the White House.,0,
We're getting down to the wire on The Apprentice--tune in tonight for some great action! 10 p.m. on NBC.,0,
"""The best thing you can do is deal from strength, and leverage is the biggest strength you have.” – THE ART OF THE DEAL",0,
Just left Trump Golf Links at Ferry Point. Ribbon cutting w/ @ MayorBloomberg & @ jacknicklaus was spectacular. Lots of people & jobs!,0,
The Comedy Central Roast of Donald Trump last week was the #1 highest rated Comedy Central Roast ever...it brought in 3.5 milion viewers,0,
Maybe @ THEGaryBusey should stick to words... vs. barking. He’s got a definite talent when he wants to use it. # CelebApprentice,0,
We have given Syria so much time and information-there has never been such an instance in wartime history. Syria is now fully prepared!,0,
Looks like a lawsuit against GoAngelo won’t work—my ties & shirts doing too well at Macy’s--he's actually helping. I have no damages!,0,
What do you think Obama will do when Putin seizes Alaska?,0,
. @ cher--I don’t wear a “rug”—it’s mine. And I promise not to talk about your massive plastic surgeries that didn’t work.,0,
@ noma2300 You must be kidding - I kicked both of their ugly assses!,0,
Thanks for all of the accolades on my speech today - it's all about the truth!,0,
"Apple is finally considering a large screen for the I-Phone-they better get moving fast. When I told them to do this last year, they scoffed",0,
"In the latest poll, Danger-Weiner’s numbers have sunk. I wonder how Carlos handled the stress? He is one whacko sicko sexter.",0,
Congrats @ TrumpToronto for being ranked #1 on @ TripAdvisor and a Travellers' Choice 2013 Winner!,0,
"Identify your goals. Know precisely what you want to achieve, study the best people in your field,and then plan the best route for success.",0,
"“Face reality as it is, not as it was or as you wish it to be.” - @ jack_welch",0,
". @ mcuban Mark, okay with me but don't start your bullshit again!",0,
I endorsed a book on ObamaCare & it just went to #2 on the New York Times bestseller list!,0,
The biggest problem with A-Rod is he is bad for the chemistry of the Yankees--- he must go.,0,
Doral Tournament was great--best 18th hole in golf and a wonderful winner in @ JustinRose,0,
. @ antbaxter—Your documentary works better than any sleeping pill—in fact that may be your only way to make money with this recycled garbage!,0,
Saw Braveheart this week in plane---fantastic movie. @ MelGibson was great. Hopefully he can make a comeback.,0,
Teachers in Chicago should go back to work immediately.Rahm Emanuel has offered them a fair deal. Now they're just acting for the cameras.,0,
ObamaCare is an attack on our country's identity. The latest victim is the Catholic church. It must be full repealed. @ BarackObama,0,
Be sure to tune in and watch Donald Trump on Late Night with David Letterman as he presents the Top Ten List tonight!,0,
Trump Tuesday: I'll be on Squawk Box tomorrow morning at 7:30 am ET on CNBC,0,
"With @ stuartpstevens expected to represent @ GovChristie in the Presidential race, Chris will have a very hard time winning.",0,
"Drop A-Rod in the order and cut his salary based on unreported drug use. Also, not a pressure player.",0,
@ claudiapm7 Claudia--true. And happy to know The Art of the Deal has been helpful.,0,
Today @ BarackObama is in Ohio on a bus tour. Tomorrow Pennsylvania. How about actually running the country?,0,
"When the stupid people start feeling sorry for the Boston killer and want to release him and give him medals, remember the killings-maimings",0,
Why would Obama ever nominate someone for Sec. of Defense who opposes sanctions against Iran when Obama claims to support them?,0,
"“Face reality as it is, not as it was or as you wish it to be.” - @ jack_welch",0,
Don't believe Chrysler (if Obama wins)--see how fast @ Jeep production will be moved to China--and I'll be watching!,0,
Watch CNN tomorrow at 2 pm & 5 pm and on Friday at 7 pm & 11 pm for a Thanksgiving Special hosted by John King. I'll be a featured guest.,0,
"Despite firing @ StephenBaldwin7 in last night's All Star Celebrity @ ApprenticeNBC, Stephen had strong overall performance this season",0,
We can’t even stop the Norks from blasting a missile. China is laughing at us. It is really sad.,0,
People are really liking the new ties and shirts @ Macy's-they are amazing and selling great!,0,
"Speaking of our very stupid war with Iraq, it is totally disintegrating and Iran (with Russia) will walk in and take it over (lots of oil)!",0,
I can't believe the Yankees continue to pay A Rod - they have a perfect right to stop paying (and should have stopped a long time ago).,0,
"""Democracy cannot succeed unless those who express their choice are prepared to choose wisely...",0,
. @ BarbaraJWalters made a great decision in firing @ JoyVBehar from @ theviewtv. The show will be better without her!,0,
"In his entire political career, @ BarackObama has never had a tough @ GOP opponent before @ MittRomney. He is a paper tiger. # GOMITT",0,
Every dollar @ BarackObama spends costs $1.40 with interest borrowed from China on our children and grandchildren's backs. CUT-CAP-BALANCE!,0,
We have to get tough with China before they destroy us.,0,
Be sure to watch The Celebrity Apprentice on Sunday at 9 pm on NBC. It's an episode you'll want to see---and one you won't forget!,0,
There was no need for violence at the OWS protests. Some are looking to make trouble. Time to go home.,0,
Gain and use information to your advantage--see every day as an opportunity to learn.,0,
"As I anticipated, Justice Roberts made the cover of Time Magazine etc. The liberal media now loves him-- he should be ashamed.",0,
"Host of the 2017 U.S. Women's Open, Trump Bedminster has been rated one of America's best golf courses.",0,
Unfortunately@BarackObama's continued attack on the US $ will lead to ever rising gas prices at the pump and lots of other really bad things,0,
Great to see @ Yankees Captain Derek Jeter back on the field. He will have another great season and make NYC proud again.,0,
Had a great time with @ PaulRyanVP last night on the Intrepid. Paul is terrific.,0,
What a coincidence that Obama's good friends in Libya and Egypt picked 9/11 to attack our embassies.,0,
US Gov't is on the hook for more than a third of the world's entire debt & we wonder why China & OPEC are laughing all the way to the bank!,0,
Isn’t it sad that Weiner’s first press conference with wife Huma was yesterday admitting to a sext he made post-resignation & apology!,0,
So wrong! @ BarackObama is hosting China's VP Xi Jinping today at the Pentagon with a full honor ceremony with music and cannons...,0,
Too bad I'll Have Another out of Belmont Stakes- interest now way down.,0,
"What a rotten deal we made with Iran. We get nothing (except laughter at our stupidity). They get everything, including delay and big cash!",0,
"@ ShawnGarrett I should have many Emmys for The Apprentice if the process were fair-in any event, it's not my day job. ,",0,
Glad to hear that @ RobinRoberts is doing well. She is a terrific person.,0,
RT: @ thedailybeast: Polling shows the @ AmericansElect movement could still nominate a viable independent with a chance of victory...,0,
"“If the freedom of speech is taken away then dumb and silent we may be led, like sheep to the slaughter.” - George Washington",0,
"I hope you all are looking at the Donald J. Trump Signature Collection of ties, shirts & cufflinks @ Macys—great for Christmas & holidays.",0,
Degenerate former Congressman Anthony Weiner is trying to make a comeback. He is a sick & perverted man that New York does not want or need.,0,
"No surprise that China was caught cheating in the Olympics. That's the Chinese M.O. - Lie, Cheat & Steal in all international dealings.",0,
@ ialia Great! Just won five-star ratings for hotel and restaurant from Forbes Travel Guide.,0,
"Watch me tonight on Fox News at 10 p.m. with Greta Van Susteren, @ Gretawire.",0,
"This very expensive GLOBAL WARMING bullshit has got to stop. Our planet is freezing, record low temps,and our GW scientists are stuck in ice",0,
"With autism being way up, what do we have to lose by having doctors give small dose vaccines vs. big pump doses into those tiny bodies?",0,
@ Shawn_Maynard This is our 13th season. No precise date yet but most likely in the early spring. Shooting is underway. Will be terrific.,0,
"Lightweight A.G. Eric Schneiderman, who has been a total failure in office, failed to report the 98% approval rating of students for courses",0,
This is the time for the United States to be strengthening all important military components - not rolling over and dealing from weakness!,0,
"In real estate, all locations can be enhanced through good marketing. Be smart!",0,
"Govt. collapsing in Iraq only 2 weeks after withdrawal of our troops. Sadly, I called this one and please remember, I alone called it.",0,
"@ ariannahuff, I would love to represent your husband-you would end up with nothing! And please don't call Tim Armstrong stupid and weak?",0,
"# BARACKTAX QUOTE: ""If you have health insurance, you're not getting hit with a tax.""",0,
The Republicans are always worried about the press--they should just do what is right.,0,
I am surprised husband is staying with Paula Broadwell--how long can it last?,0,
The 13th season of All Star @ CelebApprentice is unique. We really pushed the envelope here. Our great and loyal fans will love it.,0,
. @ Fehertwit interview of me was the highest rated in @ GolfChannel history. He is a great guy.,0,
“I believe in spending what you have to. But I also believe in not spending more than you should.” - The Art of the Deal,0,
Russia beat the United States in the Olympics-another Obama embarrassment! Isn't it time that we turn things around and start kicking ass?,0,
Sharks are last on my list - other than perhaps the losers and haters of the World!,0,
Isn't it crazy that people of little or no talent or success can be so critical of those whose accomplishments are great with no retribution,0,
@ dionnewarwick thanks for your nice statement on Access Hollywood. You are a great person and talent...I adore you!,0,
China loved Obama’s climate change speech yesterday. They laughed! It hastens their takeover of us as the leading world economy.,0,
740 Park Avenue is being robbed all over the place--we come down hard on thieves at Trump buildings.,0,
"Wow, I’m at 2,200,000 followers but I’d love to get rid of the haters & losers—they’re such a waste of time!",0,
". @ WendyWilliams Thanks for the nice statement, especially about my wife and kids- very much appreciated.",0,
Congratulations to @ BretBaier on his five year anniversary as the anchor @ SpecialReport. Brett is great!,0,
". @ danabrams Dan, of course stories on me do well. Glad you have found a medium you can actual do well on. TV was not your forte.",0,
Only 15 days until ObamaCare is implemented. Congress must waive the monstrosity for regular Americans. Why should they be punished?,0,
Make sure you realize that this ‘deal’ is only a stop gap measure.Obama will be looking to raise even more taxes in the coming negotiation..,0,
Nice to see Obama released a situation room photo from Sandy. How about releasing the photo taken during Benghazi?,0,
US froze $8B in Iranian assets during ’79 Hostage Crisis. Now Obama is giving it back to Iran while Christian Pastor is jailed. Don't do it!,0,
The banks were bailed out by us. They should start lending to private entrepreneurs. The banks are slowing American growth.,0,
"Michele Bachmann will finish dead last tonight in Iowa because she is disloyal and a terrible boss. Sadly, it is over for Michele.",0,
The stock market is having a horrendous day- bad employment numbers.,0,
NY should frack now. What’s the hold up? Is Albany opposed to creating jobs and making gas cheaper for middle class?,0,
. @ acuconservative's # CPACCO kept up the momentum from the debate. @ MittRomney even made a surprise appearance. Now go win CO!,0,
Glad to hear @ GovChristie will be delivering the Keynote for the @ RNC convention. He will deliver a strong message.,0,
. @ andyroddick is playing great tennis in this US Open. I am pulling for him today.,0,
". @ Toure I felt very sorry for you during your meltdown on @ PiersMorgan. He drove you insane but, of course, Piers is a lot smarter than you",0,
"Congrats to @ JoeTorre, @ TonyLaRussa & Bobby Cox on all being unanimously elected to @ MLB’s @ BaseballHall! Great leaders & managers.",0,
. @ BarbaraJWalters Barbara—get better fast & stay healthy forever.,0,
"The real estate market in Vietnam is booming. Growth is everywhere in the world, except for the US.",0,
"While @ BetteMidler is an extremely unattractive woman, I refuse to say that because I always insist on being politically correct.",0,
Why is lightweight A.G. Eric Schneiderman allowed to ask for campaign contributions from my people during settlement negotiations?,0,
What a series the @ nyrangers @NHLDevils is turning out to be! Tonight's game should be another close one.,0,
. @ mcuban Baseball commissioner and owners were smart when they didn’t want you to buy a team--- but I don’t think you have the money anyway.,0,
Margaret Thatcher was the Iron Lady of the West. She promoted freedom & democracy---a great leader & ally of America.,0,
The boardroom has never been as intense as in the upcoming13th season of All Star @ CelebApprentice. Premieres March 3rd on @ NBC!,0,
It’s freezing in New York—where the hell is global warming?,0,
Congratulations to @ RealSheriffJoe on his successful Cold Case Posse investigation which claims @ BarackObama's 'birth certificate' is fake,0,
"“Go as far as you can see; when you get there, you'll be able to see farther.” -- J. P. Morgan",0,
When will the Journal News apologize for publishing gun owners’ addresses? How many lawsuits are they facing...,0,
Really looking forward to watching The Masters this weekend - one of THE GREATEST SHOWS ON EARTH!,0,
Should be public execution for all to see-you will end this bullshit fast!,0,
"Why do losers & haters always say I wear a “wig” when they know I don’t. Like it or not, it’s all mine—just ask Barbara Walters.",0,
"Everyone's favorite frontman, Twisted Sister lead singer @ deesnider returns to this year’s All-Star @ ApprenticeNBC. Dee does great!",0,
. @ RobinRoberts of @ GMA is terrific--get better soon.,0,
@ ArsenioHall You were fantastic last night on Celebrity Apprentice - everybody loved you!,0,
How many more billions of dollars will @ BarackObama continue to waste in these solar companies?,0,
Many many people are thanking me for what I said about @ autism & vaccinations. Something must be done immediately.,0,
President @ BarackObama's vacation is costing taxpayers millions of dollars----Unbelievable!,0,
"Congrats @ adamcarolla on # RoadHard raising $1M on @ fundanything, a record.",0,
@ MarkGhuneim Something used on occasion by many of the world's greatest businessmen.,0,
“A people that values its privileges above its principles soon loses both.” - Dwight D. Eisenhower,0,
I'm on the David Letterman @ LateShow tonight--looking forward to it. 11:35 PM on CBS.,0,
"With our record debt & trillion $ deficits, our $ is now at an all-time low against the Chinese Yuan. Time for our gov't to work together.",0,
We still have not learned the full truth on Benghazi. Four Americans were killed. Congress must act!,0,
@ brad_mcmichael @ DoralResort @ nbc @ GolfChannel @ CadillacChamp Thanks Brad.,0,
"How come nobody mentions that the Nielsen Ratings of the Apprentice, after 12 seasons-- as shown by Howard Stern --totally blow away...",0,
"... Also, if they’re at home who the hell knows what they’re doing (a second job maybe).",0,
“Build up your weaknesses until they become your strong points.” - Knute Rockne,0,
"As an addition, Apple must go to a larger screen now--asap! They're losing their standing in the market!",0,
Congratulations to my daughter Ivanka and her husband Jared on the birth of their daughter Arabella Rose yesterday.,0,
"Tonight is the Apprentice finale---and it's a fantastic episode in every way, with the great Liza Minnelli performing and a new Apprentice!",0,
Don't tread water. Get out there and go for it. There's nothing wrong with bringing your talents to the surface.,0,
Ben Smith (is that really his last name?) of @ BuzzFeed is a total mess who probably got his minion Coppins to do what he didn't want to do?,0,
Our many loyal viewers should expect a major announcement very soon on next season's @ CelebApprentice. Our fans will be pleased.,0,
"@ smickiwench @ MELANIATRUMP No, beautiful and really sweet and nice.",0,
"“I have a very strict gun control policy: if there's a gun around, I want to be in control of it.” - Clint Eastwood",0,
"Well this is it, the final debate- let's see how it goes. I'll be tweeting live.",0,
Now America knows--the Emperor has no clothes. Why would Obama do better in a 2nd debate? # Debate # Obama,0,
"Wow, just in-John Beale, the top person in government on climate change (EPA), is a total fraud, and just admitted it! What can they say now",0,
@ Earther57 Sounds nice--and thanks. Happy New Year to you and yours.,0,
"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!",0,
"Watching Gates on @ seanhannity - looks like he got hit by a truck! Why didn't Obama get him, and others,to sign a confidentiality agreement?",0,
"The Patch, a total loser for @ AOL, will be a good deal compared to @ HuffingtonPost. @ ariannahuff laughs at “stupid” Armstrong!",0,
". @ MELANIATRUMP just finished being on @ theviewtv--by any standard, she was great!",0,
"@ BestNewProduct @ TrumpCollection Thanks, it is a beautiful city.",0,
"The Keystone pipeline will create 20,000 jobs and make us less energy dependent from the Middle East. @ BarackObama says No!",0,
Doesn't want to remove Assad - worries what comes next.,0,
The banks need to start lending again otherwise the economy will continue its downturn. This is why we bailed the banks out!,0,
"The brand new Blue Monster just opened at Trump National Doral - Miami. Also, great new driving range which is open 'till midnight. GO SEE!",0,
"The ties, shirts and suits at Macy's are doing fantastically well-check out the new designs and low prices-nothing better!",0,
"But @ mcuban is physically weak, he has no clubhead speed or game!",0,
@wrightmomof3 @ iansomerhalder @ paulwesley @ joshduhamel @ Zak_Bagans Happy Birthday Tiffany.,0,
Great that Pres. O is seeing @ MittRomney today—lots of good things can happen.,0,
"We had a GREAT year @ Macys with ties, shirts and suits, thanks! New selections just arrived - they are amazing!",0,
I can't believe we are not asking South Korea for anything. They make a fortune on us while we spend a fortune defending them-how stupid!,0,
I look forward to Tuesday night's presidential debate--I wonder if Obama will use my name again.,0,
. @ lolojones given a raw deal in @ nytimes story--not fair.,0,
"After tearing W Bush down for 12 years, now the media loves him. Why not? He gave them Obama.",0,
Another one of my predictions just came true-- Iraq is a total disaster with government losing all control—so sad.,0,
Do you think @ THEGaryBusey will be able to “step up” as PM? I know @ lisarinna is hoping so. # CelebApprentice,0,
Obama and the Democrats are laughing at the deal they just made...the Republicans got nothing!,0,
...while her charity is getting less than 5 cents per donated dollar. She should be ashamed!,0,
Why don't we ask the Navy SEALs who killed Bin Laden? They don't seem to be happy with Obama claiming credit. All he did is say O.K.,0,
Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,0,
China will extract much from Secretary Kerry and the U:S. in order for them to help us with the North Korea problem-don't let this happen!,0,
I guess they have Lance Armstrong cold. Brutal report. A waste of taxpayer money to take down an American hero.,0,
It’s Thursday. @ billmaher is still a very dumb guy--just look at his past.,0,
"I am going to Trump National Doral in Miami this week to check out the $250 million renovation. In construction, always watch the money!",0,
"Be sure to watch The Apprentice tonight, 10 p.m. on NBC--it's an episode you won't forget!",0,
Oil is starting to rise again despite the horrible times. OPEC continues to rip us off. Not worth $30. New leadership needed.,0,
"Our deficits are caused by runaway spending, not inadequate taxing. Washington does not have a revenue problem.",0,
. @ antbaxter Only the stupid @ BBC would air your garbage—no wonder they are in such deep trouble.,0,
@ dannyzuker I hope you pick up a lot of twitter followers by this so people can see what a total asshole you are!,0,
I just retained Sir Nick Faldo to be the architect of the Red Course at Doral--he will do a tremendous job! @ NickFaldo006,0,
"I was just given a great tour of Moscow - fantastic, hard working people. CITY IS REALLY ENERGIZED! The World will be watching tonight!",0,
Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC--I'm on the panel of experts along with Gloria Estefan & Adam Carolla.,0,
"“Take the time to move yourself forward. In other words, think, work and be lucky.” – Think Like a Champion",0,
Obama and the Democrats have no respect for WWII vets trying to get into the memorial.,0,
The debate was pretty even but I thought Mitt should have been much more aggressive on Obama's failed foreign policy-- and I mean much more.,0,
Lance Armstrong’s liability & lawsuits against him have just increased tenfold—his lawyers will be very happy—lots of fees!,0,
Anthony Hopkins is a truly great actor--I love everything he does!,0,
"I'll be on @ foxandfriends Monday at 7:30 AM, don't miss it.",0,
. @ RGIII & @ DangeRussWilson & Luck are very special players--will be great playoff games.,0,
The NY SAFE Act is an unconstitutional attack on 2nd Amendment rights. Will also increase crime.,0,
"For great success, you need passion, but make sure it's well directed. Learn everything you can about what you're doing. Be an expert.",0,
"Tomorrow is # TrumpTuesday on @ SquawkCNBC, 7:30 AM. Tune in!",0,
What will we get for bombing Syria besides more debt and a possible long term conflict? Obama needs Congressional approval.,0,
If the Wall Street protesters are upset about the economy then they should really be protesting @ BarackObama at the White House.,0,
Going over to @ TodayShow now to introduce @ ApprenticeNBC cast etc.-- watch.,0,
General says that the Armed Forces will be severely weakened if the large scale rape and sexual abuse problem is not brought under control.,0,
"The models are looking good… different types, all beautiful. # sweepstweet",0,
"What my father really gave me is a good (great) brain, motivation and the benefit of his experience-unlike the haters and losers (lazy!).",0,
"While the @ Yankees look like they quit and are finished, they won't quit for CC",0,
"Trust your instincts. They are there for a reason. Without instincts, you'll have a hard time getting to--and staying at--the top.",0,
Congrats to @ EricTrump and @ LaraLeaYunaska on a great five years!,0,
"I like Rob Astorino. He's a friend and really good guy. Sadly, he has ZERO chance of beating Cuomo and the 2 to 1 Dems for governor!",0,
"Django Unchained is the most racist movie I have ever seen, it sucked!",0,
"Clinton commented in Ohio today that @ MittRomney is right, the economy has not been fixed under Obama.I always said Bill was an honest man.",0,
"Everyone knows I am right that Robert Pattinson should dump Kristen Stewart. In a couple of years, he will thank me. Be smart, Robert.",0,
"Just finished another week of filming @ ApprenticeNBC. This season, a record 14th, is shaping up to be the best yet.",0,
"When it comes to money, finance and even life, PROTECT THE DOWNSIDE AND THE UPSIDE WILL TAKE CARE OF ITSELF!",0,
Looking forward to addressing the record setting crowd tonight at the New York County Lincoln Day Dinner. Lots to talk about!,0,
"With the record high February gas prices hurting the economy, even more reason to start fracking. Will create jobs & lower prices.",0,
Bombings all over Iraq today.That country is falling apart-such a horrible waste of lives and 1.5 trillion dollars (and I told you so!).,0,
"Just arrived at Trump National Doral, saying hello to all the great players. This place is amazing.Come Thursday & see for yourselves!",0,
"@ axelpals Be prepared to go it alone--being an entrepreneur is not, initially, a group effort. Keep your focus. Read Midas Touch.",0,
“Success breeds success. The best way to impress people is through results.” – Think Like a Billionaire,0,
The replacement refs are getting blamed for everything. I've seen many bad sports calls over the years.,0,
40 days until the election. Crunch time. @ MittRomney must stay on offense and take the fight to Obama.,0,
"Not only is @ Toure a racist (and boring), he's a really dumb guy!",0,
Joe Biden said that the Taliban 'is not our enemy.' I wonder how our troops in Afghanistant that are under attack view Biden's statement.,0,
I'll be making a major announcement on President Obama next week--stay tuned!,0,
"@ HangersMensLine My agenda is such that I can't meet with you, but it's always nice to be asked and I wish you the best.",0,
Bay Bridge in California made in China for $1.8 billion. $300 million in cost overruns. Are we stupid?,0,
@ polotodd804 This is one of the worst made and inaccurate documentaries I have ever seen. Filmmaker Mike Tollin has zero talent.Also-boring,0,
"Since the Democrats decided to kill the filibuster, they now own it.Republicans should keep the new rule when they're in the majority.",0,
My interview with @ ThisWeekABC w/ @ GStephanopoulos destroyed all Sunday competition w/ 2.52M total viewers…that’s why they want me on!,0,
Wind turbine syndrome is affecting tremendous numbers of people in their wake—stop ugly turbines.,0,
Disappointed in GOP and Dems---Giving Obama power to raise the debt limit next year is a mistake.,0,
"@ iPhoneTeam Better get a large screen iPhone, and fast, or risk losing even more business. Samsung cannot believe you have not acted! DUMB!",0,
See problems as a mind exercise. Enjoy the challenge---and remember to keep focused on your goals.,0,
“You owe it to yourself and to your community to make your property the best it can be.” – Think Like a Billionaire,0,
. @ GovMikeHuckabee was great the other night. People love him.,0,
Referees are destroying the enjoyment of NFL games. Slowing down the fun. Big shots. Jets game is ridiculous!,0,
“You're never a loser until you quit trying.” - Mike Ditka,0,
". @ GoAngelo—the next time you have a rally @ Macy’s, try getting 12 people instead of 11—it would be much more effective!",0,
Thank you to Jeffrey Lord @ AmSpec for his incredible & insightful article this weekend on failing & irrelevant @ BuzzFeed,0,
"Whenever one of the morons say I wear a wig, stop reading because they have no credibility & just hate.",0,
"Wow, Putin is really taking advantage of President Obama. It is important that Obama responds with strength and determination-be smart-cool!",0,
"Based on very popular demand, I will be live tweeting tomorrow night during the Presidential debate.",0,
"NO GAMES! HOUSE @ GOP MUST DEFUND OBAMACARE! IF THEY DON’T, THEN THEY OWN IT!",0,
. @ Omarosa’s new name via @ DennisRodman: “Ms. Saboteur” sounds rather elegant. # CelebApprentice,0,
The Scottish windfarm was conceived by the same mind that released terrorist al-Megrahi for humanitarian reasons. ..,0,
"Whether you love, like or hate Donald Trump, I will be on Bill O'Reilly (Fox) tonight at 8.00. Bill knows Trump is great for ratings!",0,
